name,gender,frequency,frequency_ew_new,frequency_ni,frequency_scot,frequency_us_vic,frequency_us_ed,frequency_us_bs,frequency_us_wwi,frequency_us_it,frequency_us_bsii,frequency_us_wwii,frequency_us_post,nameBCenterMatch,nameBWizMatch,nameBehindMatch,nameMatch,soundex
CYRIL,1,0,0,0,0,0,7,10,14,46,0,5,5,False,False,False,False,C640
CYRILL,0,0,0,0,0,0,0,12,7,17,0,0,0,False,True,False,False,C640
CYRILLA,1,0,0,0,0,6,45,42,42,246,16,34,52,False,False,True,False,C640
CYRILLE,0,0,0,0,0,0,0,0,8,6,0,0,5,False,False,True,False,C640
CYRUS,0,0,143,0,12,764,437,335,276,1999,206,271,726,False,True,True,True,C620
CYTHIA,1,0,0,0,0,0,0,0,0,0,0,0,22,False,False,False,False,C300
CZESLAW,0,0,0,0,0,0,0,0,5,13,0,0,0,False,True,False,False,C240
CZESLAWA,1,0,0,0,0,0,0,19,14,12,0,0,0,False,False,False,False,C240
D'ANDRE,0,0,12,0,0,0,0,0,0,0,0,0,0,False,False,False,False,
D'ANGELO,0,0,10,0,0,0,0,0,0,0,0,0,0,False,False,False,False,
D'ARCIE,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,
D'ARCY,0,0,16,0,3,0,0,0,0,0,0,0,0,False,False,False,False,
D'ARCY,1,0,66,0,14,0,0,0,0,0,0,0,0,False,True,False,False,
DAANISH,0,0,54,0,6,0,0,0,0,0,0,0,0,False,False,False,False,D520
DAANYAAL,0,0,109,0,8,0,0,0,0,0,0,0,0,False,False,False,False,D540
DAANYAL,0,0,23,0,0,0,0,0,0,0,0,0,0,False,False,False,False,D540
DABNEY,0,0,0,0,0,6,6,5,5,93,8,13,31,False,True,False,False,D150
DABNEY,1,0,0,0,0,0,0,0,0,0,0,0,45,False,False,False,False,D150
DACE,1,0,0,0,0,0,0,0,0,0,0,0,5,False,False,False,False,D200
DACIA,1,0,3,0,0,0,0,0,0,6,0,0,16,False,True,False,False,D200
DACIE,0,0,0,0,0,0,5,0,0,0,0,0,0,False,False,False,False,D200
DACIE,1,0,0,0,0,0,0,0,0,6,0,0,0,False,False,False,False,D200
DADE,0,0,12,0,0,0,0,0,0,0,0,0,0,False,True,False,False,D300
DAEL,0,0,0,0,3,0,0,0,0,0,0,0,0,False,False,False,False,D400
DAEMON,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,D550
DAENA,1,0,9,0,7,0,0,0,0,0,0,0,5,False,False,False,False,D500
DAFYD,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,D130
DAFYDD,0,0,491,0,3,0,0,0,0,0,0,0,0,False,True,True,True,D130
DAGAN,0,0,4,0,5,0,0,0,0,0,0,0,0,False,True,True,True,D250
DAGMAR,1,0,0,0,3,204,212,107,62,433,28,18,155,False,True,True,True,D256
DAGNEY,1,0,0,0,0,0,10,5,14,10,0,0,0,False,False,True,False,D250
DAGNY,1,0,0,0,0,41,127,64,43,161,6,6,16,False,True,True,True,D250
DAGOBERTO,0,0,0,0,0,0,0,0,0,0,0,0,32,False,False,False,False,D216
DAHIR,0,0,10,0,0,0,0,0,0,0,0,0,0,False,False,False,False,D600
DAHL,0,0,0,0,0,0,0,0,0,43,33,28,21,False,False,False,False,D400
DAHLIA,1,0,13,0,3,19,52,49,35,373,37,40,240,False,True,True,True,D400
DAHNISH,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,D520
DAIEL,0,0,0,0,0,0,0,0,0,0,0,0,54,False,False,False,False,D400
DAIL,0,0,0,0,0,0,5,19,18,197,14,33,80,False,False,False,False,D400
DAIL,1,0,0,0,0,0,0,0,0,6,8,20,73,False,False,False,False,D400
DAILEY,0,0,0,0,0,0,5,6,5,43,6,10,5,False,False,False,False,D400
DAILY,0,0,0,0,0,0,5,17,5,36,0,0,0,False,False,False,False,D400
DAIN,0,0,8,0,5,0,0,0,0,0,0,5,93,False,True,False,False,D500
DAINA,1,0,43,0,20,0,0,0,0,12,0,10,118,False,False,True,False,D500
DAINE,0,0,7,0,4,0,0,0,0,0,0,0,0,False,False,False,False,D500
DAINE,1,0,0,0,0,0,0,0,0,0,0,5,37,False,False,False,False,D500
DAINEL,0,0,0,0,0,0,0,0,0,0,0,0,5,False,False,False,False,D540
DAINTY,1,0,0,0,0,0,0,0,0,23,0,0,0,False,False,False,False,D530
DAIRE,0,0,9,85,0,0,0,0,0,0,0,0,0,False,False,False,False,D600
DAIRE,1,0,5,12,0,0,0,0,0,0,0,0,0,False,True,False,False,D600
DAIREL,0,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,D640
DAIRINE,1,0,0,3,0,0,0,0,0,0,0,0,0,False,False,False,False,D650
DAIRL,0,0,0,0,0,0,0,0,0,10,11,7,27,False,False,False,False,D640
DAISE,1,0,0,0,0,0,0,0,0,16,0,0,0,False,False,False,False,D200
DAISEY,1,0,17,0,0,169,172,57,43,398,34,54,125,False,False,False,False,D200
DAISHA,1,0,4,0,0,0,0,0,0,0,0,0,0,False,True,False,False,D200
DAISI,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,D200
DAISIE,1,0,69,0,0,184,102,40,25,183,13,21,26,False,False,False,False,D200
DAISY,0,0,0,0,0,40,42,19,15,165,19,0,5,False,False,False,False,D200
DAISY,1,4,4333,16,186,13234,10562,4231,2941,24214,2336,2939,5105,False,True,True,True,D200
DAISY-MAE,1,0,30,0,0,0,0,0,0,0,0,0,0,False,False,False,False,
DAISY-MAI,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,
DAISY-MAY,1,0,45,0,0,0,0,0,0,0,0,0,0,False,False,False,False,
DAISYE,1,0,0,0,0,5,0,0,0,5,0,0,0,False,False,False,False,D200
DAITHI,0,0,0,4,0,0,0,0,0,0,0,0,0,False,False,False,False,D300
DAIVA,1,0,0,0,0,0,0,0,0,0,0,0,5,False,False,True,False,D100
DAIVD,0,0,0,0,0,0,0,0,0,9,14,22,71,False,False,False,False,D130
DAIZY,1,0,7,0,0,0,0,0,0,0,0,0,0,False,False,False,False,D200
DAKOTA,0,0,29,0,0,0,0,0,0,0,0,0,0,False,True,True,True,D230
DAKOTA,1,0,53,0,4,0,0,8,0,6,0,0,0,False,True,False,False,D230
DAL,0,0,0,0,0,0,0,8,10,126,37,47,88,False,False,False,False,D400
DALA,1,0,0,0,0,0,0,0,0,12,0,0,44,False,False,False,False,D400
DALAL,1,0,10,0,0,0,0,0,0,0,0,0,0,False,False,True,False,D440
DALANA,1,0,0,0,0,0,0,0,0,0,0,0,5,False,False,False,False,D450
DALAS,0,0,0,0,0,0,0,0,0,0,0,0,5,False,False,False,False,D420
DALBERT,0,0,0,0,0,0,0,20,10,172,26,14,25,False,False,False,False,D416
DALE,0,2,930,49,1671,456,1736,2933,2739,56706,11018,16043,59217,False,True,True,True,D400
DALE,1,0,13,0,79,109,215,143,130,2320,907,1750,8236,False,True,False,False,D400
DALEEN,1,0,0,0,0,0,0,0,0,0,0,6,55,False,False,False,False,D450
DALEN,0,0,0,0,0,0,0,0,0,0,5,0,23,False,True,False,False,D450
DALENA,1,0,0,0,0,0,0,0,0,0,0,0,16,False,True,False,False,D450
DALENE,1,0,0,0,0,0,0,0,0,133,49,101,327,False,False,False,False,D450
DALEY,0,0,16,0,17,0,0,6,0,6,0,7,0,False,True,True,True,D400
DALHART,0,0,0,0,0,0,0,0,0,8,0,0,0,False,False,False,False,D463
DALI,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,D400
DALIA,1,0,50,0,12,0,6,9,16,287,62,90,476,False,True,True,True,D400
DALIAN,0,0,7,0,0,0,0,0,0,0,0,0,0,False,False,False,False,D450
DALICE,1,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,D420
DALILA,1,0,0,0,0,0,0,0,0,0,0,7,56,False,True,False,False,D440
DALINDA,1,0,0,0,0,0,0,0,0,0,0,0,45,False,True,False,False,D453
DALIS,0,0,0,0,0,0,0,0,0,0,0,0,6,False,False,False,False,D420
DALJINDER,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,D425
DALJIT,0,0,3,0,5,0,0,0,0,0,0,0,0,False,True,False,False,D423
DALL,0,0,0,0,0,0,0,0,0,6,0,0,0,False,False,False,False,D400
DALLAN,0,0,3,0,0,0,0,0,0,14,15,0,0,False,True,False,False,D450
DALLAS,0,0,9,0,6,571,744,704,595,8306,1477,1768,3750,False,True,True,True,D420
DALLAS,1,0,11,0,6,37,149,96,61,715,75,146,336,False,True,False,False,D420
DALLENE,1,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,D450
DALLES,0,0,0,0,0,0,0,0,0,0,7,0,0,False,False,False,False,D420
DALLIE,0,0,0,0,0,0,0,0,0,10,0,0,0,False,False,False,False,D400
DALLIE,1,0,0,0,0,41,74,43,25,167,12,8,5,False,False,False,False,D400
DALLIS,0,0,0,0,0,0,0,28,11,222,53,31,71,False,False,False,False,D420
DALLIS,1,0,0,0,0,0,0,0,5,5,5,10,7,False,True,False,False,D420
DALMA,1,0,0,0,0,0,0,8,5,54,0,0,6,False,True,False,False,D450
DALMER,0,0,0,0,0,0,0,0,0,16,5,0,0,False,False,False,False,D456
DALORES,1,0,0,0,0,0,0,0,0,68,0,0,0,False,False,False,False,D462
DALORIS,1,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,D462
DALPHA,1,0,0,0,0,0,0,0,0,11,0,0,0,False,False,False,False,D410
DALPHINE,1,0,0,0,0,0,0,0,5,42,6,0,70,False,False,False,False,D415
DALPHUS,0,0,0,0,0,0,0,0,0,7,0,0,0,False,False,False,False,D412
DALRAJ,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,D462
DALTON,0,0,219,0,19,104,249,280,219,3012,389,481,1032,False,True,True,True,D435
DALTON,1,0,0,0,0,0,0,5,0,20,0,0,0,False,False,False,False,D435
DALVA,1,0,0,0,0,0,0,0,0,0,0,0,5,False,False,False,False,D410
DALVIN,0,0,9,0,0,0,0,0,0,26,6,5,0,False,False,False,False,D415
DALVINDER,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,D415
DALVINDER,1,0,0,0,3,0,0,0,0,0,0,0,0,False,False,False,False,D415
DALVIR,0,0,4,0,0,0,0,0,0,0,0,0,0,False,False,False,False,D416
DALYA,1,0,11,0,0,0,0,0,0,0,0,0,0,False,True,True,True,D400
DAMA,1,0,0,0,0,0,0,0,0,22,5,0,12,False,False,False,False,D500
DAMACIO,0,0,0,0,0,0,0,5,0,64,6,13,22,False,False,False,False,D520
DAMANI,0,0,18,0,0,0,0,0,0,0,0,0,0,False,True,False,False,D550
DAMARIS,1,0,16,0,3,0,0,6,10,150,20,50,175,False,True,True,True,D562
DAMASE,0,0,0,0,0,0,0,5,0,0,0,0,0,False,False,False,False,D520
DAMASIO,0,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,D520
DAMASO,0,0,0,0,0,0,0,0,0,0,0,0,10,False,False,False,False,D520
DAMEN,0,0,0,0,7,0,0,0,0,0,0,0,0,False,False,False,False,D550
DAMEON,0,0,0,0,3,0,0,0,0,0,0,0,0,False,True,False,False,D550
DAMIA,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,D500
DAMIAN,0,1,305,23,311,0,14,14,17,217,50,84,366,False,True,True,True,D550
DAMIAN,1,0,0,0,24,0,0,0,0,0,0,0,0,False,False,False,False,D550
DAMIANA,1,0,0,0,0,0,0,5,6,41,0,0,0,False,True,True,True,D550
DAMIANO,0,0,0,0,3,0,0,8,0,11,0,0,0,False,True,True,True,D550
DAMIE,1,0,0,0,0,5,5,0,6,5,0,0,0,False,False,False,False,D500
DAMIEN,0,1,414,36,332,0,0,0,0,12,22,20,122,False,True,True,True,D550
DAMIEN,1,0,0,0,5,0,0,0,0,0,0,0,0,False,False,False,False,D550
DAMIKA,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,D520
DAMILOLA,0,0,13,0,3,0,0,0,0,0,0,0,0,False,False,False,False,D544
DAMILOLA,1,0,11,0,0,0,0,0,0,0,0,0,0,False,False,False,False,D544
DAMIN,0,0,0,0,3,0,0,0,0,0,0,0,0,False,False,False,False,D550
DAMINI,1,0,27,0,0,0,0,0,0,0,0,0,0,False,False,False,False,D550
DAMION,0,0,55,0,29,0,0,0,0,0,0,0,0,False,True,True,True,D550
DAMITA,1,0,0,0,0,0,0,0,0,0,0,0,95,False,True,False,False,D530
DAMLA,1,0,20,0,0,0,0,0,0,0,0,0,0,False,False,True,False,D540
DAMON,0,0,444,3,136,67,141,131,80,1292,197,316,1253,False,True,True,True,D550
DAMON,1,0,0,0,0,0,0,0,0,0,0,0,5,False,False,False,False,D550
DAMUS,0,0,0,0,0,0,0,0,0,5,0,0,0,False,False,False,False,D520
DAN,0,0,175,0,24,2868,2373,1619,1306,18471,3241,6097,20375,False,True,True,True,D500
DAN,1,0,0,0,0,0,10,8,13,197,6,11,70,False,False,False,False,D500
DANA,0,0,0,0,0,217,258,238,205,2552,430,947,10726,False,True,True,True,D500
DANA,1,0,716,4,368,165,167,121,121,2053,696,1879,8721,False,True,True,True,D500
DANA-LEE,1,0,0,0,3,0,0,0,0,0,0,0,0,False,False,False,False,
DANA-LEIGH,1,0,0,0,3,0,0,0,0,0,0,0,0,False,False,False,False,
DANAE,1,0,30,0,5,0,0,0,0,0,0,0,54,False,True,False,False,D500
DANAH,1,0,24,0,8,0,0,0,0,0,0,0,0,False,False,False,False,D500
DANAIL,0,0,0,0,0,0,0,0,0,0,0,0,6,False,True,True,True,D540
DANALEE,1,0,0,0,0,0,0,0,0,0,0,0,19,False,False,False,False,D540
DANDREA,1,0,0,0,0,0,0,0,0,0,0,0,8,False,False,False,False,D536
DANDRIDGE,0,0,0,0,0,0,0,0,0,0,0,0,10,False,False,False,False,D536
DANDY,0,0,0,0,0,0,0,0,0,0,0,0,7,False,False,False,False,D530
DANE,0,0,353,8,82,5,19,24,26,396,66,141,1583,False,True,True,True,D500
DANE,1,0,0,0,0,0,0,0,0,0,0,0,18,False,False,False,False,D500
DANEE,1,0,0,0,3,0,0,0,0,0,0,0,0,False,False,False,False,D500
DANEEN,1,0,0,0,0,0,0,0,0,48,16,16,74,False,True,False,False,D550
DANEIL,0,0,3,0,0,0,0,0,0,16,0,13,107,False,False,False,False,D540
DANEKA,1,0,9,0,3,0,0,0,0,0,0,0,0,False,False,False,False,D520
DANEL,0,0,0,0,0,0,0,0,0,32,0,5,27,False,False,True,False,D540
DANELL,1,0,0,0,0,0,0,0,0,0,5,6,61,False,False,False,False,D540
DANELLA,1,0,3,0,7,0,0,11,0,32,0,39,72,False,False,False,False,D540
DANELLE,1,0,3,0,17,0,0,0,0,16,25,33,212,False,True,False,False,D540
DANENE,1,0,0,0,0,0,0,0,0,0,0,5,17,False,False,False,False,D550
DANESE,1,0,0,0,0,0,0,0,0,5,0,0,28,False,False,False,False,D520
DANESH,0,0,8,0,0,0,0,0,0,0,0,0,0,False,False,False,False,D520
DANETTA,1,0,0,0,0,0,0,0,0,5,0,11,58,False,False,False,False,D530
DANETTE,1,0,0,0,0,0,0,0,0,37,33,53,531,False,True,True,True,D530
DANEY,0,0,0,0,0,0,0,0,0,0,0,0,5,False,False,False,False,D500
DANFORD,0,0,0,0,0,0,0,0,5,117,14,41,93,False,False,False,False,D516
DANFORTH,0,0,0,0,0,0,0,0,0,9,0,5,0,False,False,False,False,D516
DANI,0,0,25,0,10,0,0,0,0,0,0,0,19,False,False,True,False,D500
DANI,1,0,129,0,41,0,0,0,0,0,0,11,130,False,True,True,True,D500
DANIA,1,0,41,0,15,0,0,0,0,0,0,13,38,False,True,True,True,D500
DANIAAL,0,0,51,0,0,0,0,0,0,0,0,0,0,False,False,False,False,D540
DANIAL,0,0,135,0,15,95,43,60,44,687,126,209,1272,False,True,False,False,D540
DANICA,1,0,96,0,24,0,0,5,5,0,0,0,11,False,True,True,True,D520
DANICE,1,0,0,0,0,0,0,0,0,55,16,29,130,False,False,False,False,D520
DANIE,0,0,0,0,0,0,0,0,0,26,0,29,80,False,False,False,False,D500
DANIE,1,0,0,0,0,0,0,6,6,13,0,5,5,False,False,False,False,D500
DANIEL,0,10,40281,808,11299,11463,9327,8477,7085,94938,19066,36695,175279,False,True,True,True,D540
DANIEL,1,0,0,0,161,7,18,34,31,474,77,121,358,False,False,False,False,D540
DANIEL-JAMES,0,0,6,0,0,0,0,0,0,0,0,0,0,False,False,False,False,
DANIEL-LEE,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,
DANIELA,1,0,245,0,95,0,0,0,0,0,0,0,26,False,True,True,True,D540
DANIELE,0,0,53,0,9,0,0,0,0,0,0,0,0,False,True,True,True,D540
DANIELE,1,0,11,0,4,0,0,0,0,0,0,0,23,False,False,False,False,D540
DANIELL,0,0,0,0,3,0,0,0,0,0,0,0,18,False,False,False,False,D540
DANIELLA,1,0,1335,3,179,0,0,0,0,0,0,0,10,False,True,True,True,D540
DANIELLE,0,0,0,0,3,0,0,0,0,0,0,0,0,False,False,False,False,D540
DANIELLE,1,2,8480,241,5380,0,0,0,0,169,175,284,1241,False,True,True,True,D540
DANIELLE-MARIE,1,0,0,0,3,0,0,0,0,0,0,0,0,False,False,False,False,
DANIELS,0,0,0,0,0,0,0,0,0,0,0,7,0,False,False,True,False,D542
DANII,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,D500
DANIKA,1,0,112,0,32,0,0,0,0,0,0,0,0,False,True,True,True,D520
DANIL,0,0,0,0,0,0,0,0,0,7,0,0,0,False,False,False,False,D540
DANILA,1,0,0,0,3,0,0,0,0,0,0,0,0,False,True,False,False,D540
DANILE,0,0,0,0,0,0,0,0,0,0,0,0,12,False,False,False,False,D540
DANILO,0,0,13,0,10,0,0,0,0,0,0,0,40,False,True,True,True,D540
DANINE,1,0,0,0,0,0,0,0,0,0,0,0,5,False,False,False,False,D550
DANIQUE,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,D520
DANIS,0,0,0,0,0,0,0,0,0,0,0,0,12,False,False,False,False,D520
DANIS,1,0,0,0,0,0,0,0,0,0,0,11,15,False,False,False,False,D520
DANISE,1,0,0,0,0,0,0,0,0,0,0,10,165,False,False,False,False,D520
DANISH,0,0,86,0,8,0,0,0,0,0,0,0,0,False,False,False,False,D520
DANISHA,1,0,18,0,0,0,0,0,0,0,0,0,0,False,False,False,False,D520
DANITA,1,0,3,0,0,0,0,0,0,38,9,41,317,False,True,True,True,D530
DANITRA,1,0,0,0,0,0,0,0,0,0,0,0,6,False,False,False,False,D536
DANIYA,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,D500
DANIYAAL,0,0,17,0,0,0,0,0,0,0,0,0,0,False,False,False,False,D540
DANIYAH,1,0,4,0,3,0,0,0,0,0,0,0,0,False,True,True,True,D500
DANIYAL,0,0,68,0,7,0,0,0,0,0,0,0,0,False,True,False,False,D540
DANLEY,0,0,0,0,0,0,0,0,0,0,0,0,10,False,False,False,False,D540
DANN,0,0,0,0,0,0,0,0,0,33,17,56,272,False,False,False,False,D500
DANN,1,0,0,0,0,0,0,0,0,18,13,30,173,False,False,False,False,D500
DANNA,0,0,0,0,0,0,0,0,0,0,0,6,33,False,False,False,False,D500
DANNA,1,0,3,0,20,0,0,5,0,294,113,281,1019,False,True,True,True,D500
DANNE,0,0,0,0,0,0,0,0,0,5,0,13,58,False,False,True,False,D500
DANNE,1,0,0,0,0,0,0,0,0,5,0,10,68,False,False,False,False,D500
DANNEL,0,0,0,0,0,0,0,0,0,0,0,0,5,False,False,False,False,D540
DANNELLE,1,0,0,0,0,0,0,0,0,0,0,0,7,False,False,False,False,D540
DANNETTE,1,0,0,0,0,0,0,0,0,16,13,34,168,False,False,False,False,D530
DANNEY,0,0,0,0,0,0,0,0,0,5,11,29,193,False,False,False,False,D500
DANNI,0,0,3,0,10,0,0,0,0,0,0,0,5,False,False,False,False,D500
DANNI,1,0,322,3,87,0,0,0,0,0,0,0,15,False,False,True,False,D500
DANNI-LEIGH,1,0,10,0,0,0,0,0,0,0,0,0,0,False,False,False,False,
DANNIAL,0,0,0,0,0,0,0,0,0,0,0,0,17,False,False,False,False,D540
DANNICA,1,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,D520
DANNIE,0,0,5,0,11,19,46,52,42,1189,343,734,2399,False,True,True,True,D500
DANNIE,1,0,5,0,0,61,140,61,46,505,54,134,280,False,True,False,False,D500
DANNIEL,0,0,6,0,0,0,0,0,0,82,20,64,332,False,False,False,False,D540
DANNIELLA,1,0,133,0,8,0,0,0,0,0,0,0,0,False,False,False,False,D540
DANNIELLE,1,0,341,0,161,0,0,0,0,13,8,5,33,False,True,False,False,D540
DANNII,1,0,54,0,14,0,0,0,0,0,0,0,0,False,False,False,False,D500
DANNIKA,1,0,7,0,7,0,0,0,0,0,0,0,0,False,True,False,False,D520
DANNIS,0,0,0,0,0,0,0,0,0,7,5,18,75,False,False,False,False,D520
DANNON,1,0,4,0,0,0,0,0,0,0,0,0,0,False,False,False,False,D550
DANNY,0,2,2266,25,433,7,125,111,136,9059,4391,12791,73584,False,True,True,True,D500
DANNY,1,0,0,0,4,0,0,0,5,92,26,54,212,False,False,False,False,D500
DANNY-LEE,0,0,13,0,0,0,0,0,0,0,0,0,0,False,False,False,False,
DANNYE,0,0,0,0,0,0,0,0,0,0,0,6,28,False,False,False,False,D500
DANNYE,1,0,0,0,0,0,0,0,0,0,0,7,7,False,False,False,False,D500
DANO,0,0,0,0,0,0,0,0,0,0,0,0,8,False,False,False,False,D500
DANON,1,0,0,0,0,0,0,0,0,0,0,0,20,False,False,False,False,D550
DANTE,0,0,185,0,11,0,107,212,136,1224,73,131,373,False,True,True,True,D530
DANTE,1,0,6,0,0,0,0,0,0,0,0,0,0,False,False,False,False,D530
DANTON,0,0,0,0,0,0,0,0,0,0,0,5,49,False,False,False,False,D535
DANUEL,0,0,0,0,0,0,0,0,5,40,5,5,11,False,True,False,False,D540
DANUTA,1,0,0,0,0,0,0,0,0,0,0,0,18,False,True,True,True,D530
DANUTE,1,0,0,0,0,0,0,0,0,0,0,0,6,False,False,False,False,D530
DANVIR,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,D516
DANY,0,0,0,0,0,0,0,0,0,0,0,0,52,False,False,False,False,D500
DANY,1,0,0,0,0,0,0,0,0,0,0,0,8,False,False,False,False,D500
DANYA,1,0,40,0,24,0,0,0,0,7,28,31,61,False,True,True,True,D500
DANYAAL,0,0,125,0,5,0,0,0,0,0,0,0,0,False,False,False,False,D540
DANYAL,0,0,269,0,18,0,0,0,0,0,0,0,0,False,True,True,True,D540
DANYEL,0,0,4,0,0,0,0,0,0,0,0,0,0,False,False,False,False,D540
DANYELL,1,0,0,0,3,0,0,0,0,0,0,0,0,False,False,False,False,D540
DANYELLE,1,0,16,0,10,0,0,0,0,0,0,0,0,False,True,False,False,D540
DAOOD,0,0,3,0,0,0,0,0,0,0,0,0,0,False,False,False,False,D300
DAOUD,0,0,11,0,0,0,0,0,0,0,0,0,0,False,True,False,False,D300
DAPHANE,1,0,0,0,0,0,0,0,0,11,0,0,11,False,False,False,False,D150
DAPHENE,1,0,0,0,0,0,0,5,0,197,14,14,54,False,True,False,False,D150
DAPHINE,1,0,0,0,0,0,0,28,20,466,45,55,137,False,False,False,False,D150
DAPHNA,1,0,0,0,0,0,14,42,33,241,16,31,37,False,True,False,False,D150
DAPHNE,1,3,41,0,3,174,236,166,159,1902,265,426,1939,False,True,True,True,D150
DAPHNEY,1,0,0,0,0,0,0,0,0,5,0,5,13,False,False,False,False,D150
DAPHYNE,1,0,0,0,0,0,0,0,0,0,0,0,5,False,False,False,False,D150
DARA,0,0,30,38,7,0,0,0,0,0,0,0,0,False,False,True,False,D600
DARA,1,0,49,24,31,5,26,19,13,138,23,42,522,False,True,True,True,D600
DARACH,0,0,0,0,3,0,0,0,0,0,0,0,0,False,False,True,False,D620
DARAGH,0,0,41,12,9,0,0,0,0,0,0,0,0,False,False,True,False,D620
DARAGH,1,0,0,0,4,0,0,0,0,0,0,0,0,False,False,False,False,D620
DARAH,1,0,0,0,0,0,0,0,0,0,0,0,10,False,False,False,False,D600
DARAL,0,0,0,0,0,0,0,0,0,0,0,0,5,False,False,False,False,D640
DARALD,0,0,0,0,0,0,0,0,0,93,11,16,52,False,False,False,False,D643
DARALEE,1,0,0,0,0,0,0,0,0,0,0,5,0,False,False,False,False,D640
DARALENE,1,0,0,0,0,0,0,0,0,10,0,0,10,False,False,False,False,D645
DARALYN,1,0,0,0,0,0,0,0,0,0,0,0,40,False,True,False,False,D645
DARAN,0,0,0,0,4,0,0,0,0,0,0,0,0,False,False,False,False,D650
DARATHY,1,0,0,0,0,0,0,0,0,11,0,0,0,False,False,False,False,D630
DARBY,0,0,7,0,0,0,6,10,0,109,23,23,127,False,True,True,True,D610
DARBY,1,0,51,0,10,0,0,0,0,13,24,65,192,False,True,False,False,D610
DARCAS,1,0,0,0,0,0,0,0,0,7,0,0,0,False,False,False,False,D622
DARCE,1,0,0,0,0,0,0,0,0,0,0,0,5,False,False,False,False,D620
DARCEE,1,0,0,0,0,0,0,0,0,0,0,0,24,False,False,False,False,D620
DARCEL,0,0,0,0,0,0,0,0,0,0,0,0,11,False,False,False,False,D624
DARCEL,1,0,0,0,0,0,0,0,0,0,0,0,234,False,False,False,False,D624
DARCELL,1,0,0,0,0,0,0,0,0,0,0,0,47,False,False,False,False,D624
DARCELLA,1,0,0,0,0,0,0,0,0,0,0,0,31,False,True,False,False,D624
DARCELLE,1,0,0,0,0,0,0,0,0,0,0,0,49,False,False,False,False,D624
DARCEY,1,0,363,4,18,0,0,0,0,0,0,0,97,False,True,True,True,D620
DARCI,1,0,54,0,10,0,0,0,0,0,0,0,74,False,True,False,False,D620
DARCIA,1,0,4,0,0,0,0,0,0,0,0,0,87,False,False,False,False,D620
DARCIE,1,0,336,0,24,0,0,0,0,0,0,6,196,False,True,False,False,D620
DARCUS,1,0,0,0,0,5,7,6,6,147,20,19,39,False,False,False,False,D622
DARCY,0,0,71,0,5,0,0,16,19,163,30,47,294,False,True,False,False,D620
DARCY,1,0,642,16,73,0,0,0,5,43,26,80,1313,False,True,True,True,D620
DARDAN,0,0,9,0,0,0,0,0,0,0,0,0,0,False,True,True,True,D635
DARDANELLA,1,0,0,0,0,0,0,0,0,50,0,0,0,False,False,False,False,D635
DARDEN,0,0,0,0,0,0,0,0,0,47,0,5,5,False,False,True,False,D635
DARDENELLA,1,0,0,0,0,0,0,0,0,9,0,0,0,False,False,False,False,D635
DARE,0,0,0,0,0,0,0,0,0,21,0,0,6,False,True,False,False,D600
DARE,1,0,0,0,0,0,0,5,5,23,0,0,17,False,False,False,False,D600
DAREEN,1,0,0,0,0,0,0,0,0,0,0,0,10,False,False,False,False,D650
DAREL,0,0,0,0,0,0,0,13,17,346,93,89,287,False,False,False,False,D640
DARELD,0,0,0,0,0,0,0,0,0,67,10,6,7,False,False,False,False,D643
DARELENE,1,0,0,0,0,0,0,0,0,0,0,0,14,False,False,False,False,D645
DARELL,0,0,0,0,0,0,0,18,12,395,105,184,533,False,True,True,True,D640
DARELLE,1,0,0,0,5,0,0,0,0,0,0,0,0,False,False,False,False,D640
DARELYN,1,0,0,0,0,0,0,0,0,0,0,0,16,False,False,False,False,D645
DAREN,0,0,5,0,50,0,0,0,0,108,10,26,146,False,True,True,True,D650
DAREN,1,0,0,0,0,0,0,0,0,0,0,0,19,False,False,False,False,D650
DARENDA,1,0,0,0,0,0,0,0,0,0,0,9,11,False,False,False,False,D653
